SR.NO,RPID,SITE_NAME,TECHNOLOGY,3G_TECH,SITE_NAME_3G,LATITUDE,LONGITUDE,DHQ,DHQ_NAME,Mandal,ROUT,SHELTER,Mandal_Code,Address,MP_CONS,SDCA,PIN_CODE,BSNL_IP,IP_NAME,IP_ID,Tower_Type,2G_Tower_HT,2G_ Ant_HT,2G_Ant,2G_Ant_Make,2G_BTS,2G_Phase,2G_Commission,2G_Type,2G_SEC,2G_Conf,2G_Azimuth,2G_E1_NO,2G_Media,2G_OFC_E1,2G_FE_BW,2G_DMW,2G_DMW_Ant_DIA,2G_Far_end_RPID,2G_DMW_E1_FE,2G_DMW_E1_NO,2G_DMW_FE_BW,BSC,2G_MSC,3G_PH,3G_Commission,3G_Azimuth,3G_ID,3G_SEC,3G_ANT_HT,3G_ANT_TYPE,Field52,3G_MEDIA,3G_OFC_FE,3G_E1_NO,3G_FE_BW,3G_DMW,3G_DMW_DIA,3G_FAR_RPID,3G_E1_FE,Field61,3G_MSC,Field62,RNC,NSN_2G,NSN_3G,NSN_NEW_3G,NSN_4G,HUW_REDP,NSN_NEW_2G,NOR_IV5,NOR_IV,3G_HUW_FROM,3G_HUW_FROM_TYPE,DMW_SACFA,WORK_C,BW,BSC_PORT,WORK_2G,TOWN,WORK_2G1,TOWN1
209,CT5109,504_41071_KALYANI2_VIOM_CT5109,2G+3G,ZTE,346_6366_TRP_Kalyani-2_VIOM_CT5109,13.63689,79.41451,DHQ,Tirupati,Tirupati (Urban),,OD Plinth,5383.0,"D-NO:101,OPPOSITE TO SHYAMALA NURSING HOME,SD ROAD,GAJU VEDHI,TIRUPATI,Chittoor DT.",Tirupati,CHANDRAGIRI,517501.0,IP,VIOM,ANPCHI0071,RTP,9.0,18.0,Dual,Agisson,NSN,V.1,8/29/2019,BTS18K_OD,3.0,4-4-4,60/150/250,,DMW,,,NEW NEC,0.6 m,BSC58-16_TRT_Alipiri_CT2073A,E1,1.0,,58.0,Tirupati,V.1,8/29/2019,60/150/250,OD,3.0,18.0,Dual,Agisson,DMW,,,100 Mbps,NEW NEC,0.6 m,CT2073,FE,,Tiruapti,100 Mbps,346.0,CT5109,,,,,,CT5109,,,,,,100 Mbps,504.0,"240818-YES-(DMW,E1+TRP-MADM+CAR-STM)",TRP,,
210,CT5501,505_53431_Nakkaladinne_GTL_CT5501,2G+4G,NSN,4G_36351_Nakkaladinne _CT5501,13.55422,78.49125,Rural,NakkalaDinne,Madanapalle,NH,Shelter,5392.0,"SY.NO.3,Ponnutapalem Revenue Village,Madanapalli.",Rajampet,MADANAPALLI,517325.0,IP-GTL,GTL,APR/GBT/K/11579,GBT,40.0,37.0,Dual,KATHREIN,NSN,IV.5,3/11/2018,BTS18K_ID,3.0,3-2-3,170/250/320,,OFC,,,,,,,,,68.0,Tirupati,,,,RRH,,,,,,,,100 Mbps,,,,,,,,4.0,CT5501,,CT5501,,,,CT5501,,,,,080618-YES(FX+MDP(PTN)-MDP(STR)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),100 Mbps,505.0,130618-YES(FX+MDP(PTN)-MDP(STR)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),MDP,,
211,CT5516,504_41111_TRP-Mangalam_IND_CT5516,2G+3G,NSN,553_36461_553_TRP_Mangalam_CT5516,13.6572,79.46129,DHQ,Tirupati,TIRUPATI,,OD PLINTH,,"MANGALAM,CUDDAPAH ROAD,TIRUPATI,CHITTOOR DIST-517507.",Tirupati,CHANDRAGIRI,517501.0,IP,INDUS,IN-1005950,RTT,24.0,24.0,Dual,MOBI,NSN,VIII,9/29/2018,,3.0,4-4-4,,,OFC,,,,,,,,,,,VIII,,,RRH,,,,,,,,60 Mbps,,,,,,,,553.0,,,CT5516,,,CT5516,,,,,,121018YES(FE+PTN_REN+PE)PE1(2-2-19),60 Mbps,504.0,290918-YES(FE+PTN_REN+PE)PE1(2-2-19),TRP,,
212,CT5517,504_41121_TRP_Vasundharanagar_SR_CT5517,2G,,,13.60323,79.44546,DHQ,Tirupati,TIRUPATI,,ROOM,,"H.no.:1-50-39-50B, Vasundhara Nagar, Tiruchanur, Tirupati, Chittor Dist., Andhra Pradesh 517503",Tirupati,CHANDRAGIRI,,IP,SR TOWERs,TCNR14,RTP,19.0,15.0,,,NSN,VIII,,,,,,,DMW,,,NSN,,YOGI MALLAVARAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT5517,,,,,,,,504.0,"011118-YES-(DMW,FE+TRP-MADM+PE2(2-2-31))",TRP,,
213,CT5518,505_53451_Dodipalli_ATC_CT5518,2G+4G,NSN,4G_36391_Dodipalli_CT5518,13.23524,79.11655,E-City,Chittoor,Chittoor,,ROOM,,C. Dayaniathan/8121834367;H No: 35-3; Street: Chamundi nagar; kotrakona road; Town: 75 Doddipalli; Mandal: Chittoor; Dist: Chittoor.-517001,Chittoor,CHITTOOR,,IP,ATC,ANPCHI3488,GBT,30.0,30.0,dual,mobi,NSN,VIII,,,,4-4-4,,,OFC,,,,,,,,,,,VIII,,,RRH,,,,,,,,100 Mbps,,,,,,,,4.0,,,CT5515,,,CT5515,,,,,,171018-YES(fe+DMW+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),100 Mbps,505.0,171018-YES(fe+DMW+CTR(CAR)-MADM)+CTR-DWDM+TRP(DWDM)+PE1(2-2-23),CTR,,
214,CT5526,504_4072_TRP_Leelamahal_IND_CT5526,2G+3G,ZTE,346_6022_TRP_Leelamahal_IND_CT5526,13.64154,79.42739,DHQ,TIRUPATI,TIRUPATI(URBAN),OD,OD,,"H.No.18-2-268/16, LEELA MAHAL JUNCTION,Ashok nagar, Tirumala Thirupathi By Pass Road, Tirupathi, Chittoor Dist.AP, PIN CODE : 517501",Tirupati,CHANDRAGIRI,517501.0,IP-INDUS,INDUS NETWORKS,IN-1131389,RTP,22.0,21.0,DUAL,MOBI,NSN,VIII.4,,,,4-4-4,40/150/220,,DMW,,,NEW NEC,0.6,KOLAGUNTA_CT2075,,,,,TIRUPATI,,,,RRH,,,,,DMW,,,100 Mbps,NEW NEC,,,,,,,346.0,CT5526,,,,,,,,,,,,100 Mbps,504.0,,,,
215,CT5536,504_40521_ReniguntaCheckpost_ATC_CT5536,2G+3G,ZTE,346_60191_RenguntaCheckpost_ATC_CT5536,13.64102,79.50896,DHQ,Tirupati,Renigunta,NH,OD Plinth,5376.0,"H.No. 19-431/1 in Sy.No.s 442/4 & 442/5 in Ward No. 17 Near Rajamata Kalyana Mandapam, Balaji Nagar New Checkpost Street, Renigunta Mandal, Chittor-517520",Tirupati,CHANDRAGIRI,517520.0,IP-ATC,ATC,ANPCHI3947,RTT,18.0,25.0,Dual,Agisson,NSN,V.1,3/7/2020,S12K_ID,3.0,4-4-4,80/140/220,,DMW,,,NEW NEC,0.6 m,BSC58-19_TRP_Renigunta_CT2023A,E1,1.0,,58.0,Tirupati,V.1,3/7/2020,80/140/220,RRH,3.0,25.0,Dual,Agisson,DMW,,,100 Mbps,NEW NEC,0.6 m,CT2023,FE,,Tiruapti,60 Mbps,346.0,CT2210,,,,,,,,,,2015812100@G/FVC/HYD/3156689/2016@CLEARED ONLINE,,100 Mbps,504.0,"090718-YES-(DMW,GE+RENI_PTN-FX3/5+NIB-4/5+PE-GE1(2-2-19))",TRP,,
216,CT5540,504_40761_ManasaKC_IND_CT5540,2G+3G,ZTE,346_5964_TPT_ManasaKidnyCentre_IND_CT5540A,13.65286,79.42004,E-City,Tirupati,Tirupati (Urban),,OD,5383.0,"H NO-6-8-1119 NGO'S COLANY K.T.ROAD OPP-SRI KAPILESWARA SWAMI TEMPLE,TIRUPATHI, CHITTOOR DIST AP-517501",Tirupati,CHANDRAGIRI,517501.0,IP-INDUS,INDUS,IN-1297161,RTT,15.0,24.0,DUAL,MOBI,NSN,VII,,,3.0,4-4-4,0/120/240,,OFC,,,,,,,,,,TIRUPATI,,,,RRH,,24.0,DUAL,MOBI,OFC,,,100 Mbps,,,,,,TIRUPATI,,346.0,CT5540,CT5540,,,,,,,,,,,100 Mbps,504.0,,,,
217,CT5546,504_40961_Renigunta-RCF_IND_CT5546,2G+3G,ZTE,346_6031_Rengunta_RCF_IND_CT5546,13.63657,79.47558,E-City,Renigunta,Renigunta,RC,Shelter,5376.0,,tirupati,CHANDRAGIRI,517520.0,IP-INDUS,INDUS,IN-1278570,GBT,40.0,40.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,5/17/2020,S12K_ID,3.0,4-4-4,60/260/310,,DMW,,,NEW NEC,0.6 m,BSC58-19_TRP_Renigunta_CT2023A,E1,1.0,,58.0,Tirupati,VII,5/18/2020,60/260/310,RRH,3.0,40.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,100 Mbps,NEW NEC,0.6 m,CT2023,FE,,Tiruapti,50Mbps,346.0,CT5546,,,,,,,,,,2015812385@G/FXW/HYD/3156697/2016]@dated9/2/2016,,100 Mbps,504.0,"090718-YES-(DMW,FE+RENI_PTN-FX3/8+NIB-4/5+PE-GE1(2-2-19))",TRP,,
218,CT5547,504_41271_TRP_Bhavani Nagar_IND_CT5547,2G+3G,ZTE,346_TRP_Bhavani Nagar_IND_CT5547,13.63837,79.41882,DHQ,Tirupati,Tirupati,,OD Plinth,,"Kamala Residency, H.No.18-1-501A,Tirupati,Chittoor Dist Ap 517501",tirupati,CHANDRAGIRI,,IP-INDUS,INDUS,IN-1321225,RTT,31.0,31.0,Dual,MOBI,NSN,VIII+,6/25/2020,OD,3.0,4-4-4,,,DMW,,,NSN,0.6 m,TirpatiMainEx_CT2072,,,,,,VIII+,6/25/2020,,RRH,3.0,31.0,DUAL,MOBI,DMW,FE,,100,NSN,0.6 m,CT2072,FE,,,,346.0,,,,,,,,,,,,,,0.0,,,,
219,CT5550,504_40771_Ithepalle_IND_CT5550,2G,,,13.58173,79.28013,Rural,Ithepalli,Chandragiri,NH,Shelter,5384.0,"GTL Tower, Ithepalli,Ithapally Village & Panchayathy, Chandragiri Mandal, Chittoor Dist",Tirupati,CHANDRAGIRI,517501.0,IP-INDUS,INDUS,IN-1065548,GBT,40.0,40.0,Dual,Agisson,NSN,VII,4/2/2013,S8K_ID,3.0,4-4-4,30/130/230,1.0,OFC,E1,,,,,,,,58.0,Tirupati,,,,,,,,,,,,,,,,,,,,,CT5550,,,,,,,,,,,110718-YES-(FE+CDR_PTN-FX3/2+NIB-4/5+PE-GE1(2-2-19)),100 Mbps,504.0,300718-YES-(FE+CDR_PTN-FX3/2+NIB-4/5+PE-GE1(2-2-19)),STD,,
220,CT5551,505_53121_Thotaplle_IND_CT5551,2G+3G,NSN,553_53121_Thotaplle_IND_CT5551,13.43116,79.12963,Rural,Thotapalle,Pakala,NH,OD Plinth,5396.0,"D.No.3-60, Thotapalle (V), Pakala (M), Chittoor Dt",Chittoor,PAKALA,517112.0,IP-INDUS,INDUS,IN-1066809,GBT,40.0,30.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,12/10/2013,BTS18K_OD,3.0,4-4-4,50/240/340,,DMW,,,NEW NEC(HFCL),0.6 m,BSC60-37_Pakala-SDCA_CT2036A,E1,1.0,,60.0,Tirupati,VII+,,,RRH,3.0,,,,DMW,FE,,,,,,,,Tirupati,,553.0,CT5551,CT5551,,,,,CT5002,,,,2015812489@G/FXW/HYD/3156705/2016@K-19012-G/FVC/HYD2891034/2015-CFA DTD 9-12-16,,,505.0,230618-YES(FX+PKL(PTN)+CTR-DWDM+TRP(DWDM)+PE2(2-2-27),STD,,
221,CT5552,504_41011_Nagari_INDUS_CT5552,2G+3G,NSN,553_36281_Nagari_Indus_CT5552,13.32257,79.58581,E-City,NAGARI,Nagari,SH,OD Plinth,5406.0,"D.NO:-8-44, KASTHURIBHAI MAHAL KALYANA MANDAPAM, PRAKASHAM ROAD; NEAR CHVADI NAGARI (VI&TALUK) CHITTOOR(DT), AP, 517590",Tirupati,PUTTUR,517590.0,IP-INDUS,Indus Towers,IN-1005854,RTT,34.0,34.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,VII,7/31/2020,S12K_ID,3.0,4-4-4,0/70/180,,DMW,,,NEW NEC,0.6 m,BSC67-91_Ekambarakupam_CT9002A,E1,1.0,,67.0,Tirupati,VII,7/31/2020,0/70/180,RRH,3.0,34.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),DMW,,,70 Mbps,NEW NEC,0.6 m,CT9002,FE,,Tiruapti,25Mbps,553.0,CT5078,CT5078,,,,,,,,,2015813444@G/FXW/HYD/3156720/2016@CLEARED ONLINE,060718YES(fe+MADM1-3-3(EKM)+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),70 Mbps,504.0,280718YES(fe+MADM1-3-3(EKM)+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),EKM,,
222,CT5561,505_346_PTR_DRDO_CT5561,2G+4G,NSN,4G_PTR_DRDO_AP_CT5561,13.27969,79.31541,Rural,PUTTUR,PUTTUR,,SHELTER,,"DRDO CAMPUS,KOKIRALA KONA",Tirupati,PUTTUR,,NBSNL,BSNL Infra,CT5561,MARR,21.0,21.0,,,NSN,,12/17/2020,,,,,,,,,,,,,,,,,,10/20/2020,0/120/240,ID,3.0,21.0,MONO,MOBI,OFC,FX,,100 MBPS,,,,,,,,4.0,,,,,,,,,,,,,,0.0,,,,
223,CT9002,504_41081_Ekambarakuppam-TE_CT9002,2G+3G,NSN,553_36331_Ekambarakuppam-TE_CT9002,13.3181,79.57031,E-City,Ekambarakuppam,Nagari,RC,Exchange,5406.0,"Ekm exge,Ekm.,Chittoor DT.",Tirupati,PUTTUR,517592.0,BSNL,BSNL Infra,CT9002,GBT,40.0,35.0,Dual,MOBI (MB2F&3F-65-17&17DE10&8-2015),NSN,I,6/6/2004,S12K_ID,3.0,4-4-4,30/90/220,1.0,OFC,E1,,,,,,,,67.0,Tirupati,VII,2/24/2014,30/90/220,ID,3.0,35.0,Dual,MOBI (MD2F&3F-65-17&17DE10&8-2015),OFC,FE,,70 Mbps,,,,,,Tiruapti,,553.0,CT9002,CT9002,,,,,,,,,,070718YES(fe+FE-MADM1-3-4(EKM)+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),70 Mbps,504.0,210818YES(fe+FE-MADM1-3-4(EKM)+MADM(PTR)+DWDM(PTR)+DWDM(TRP_STR)+PE1(2-2-21),EKM,,
224,CT9005,505_53421_DravidaUniversity_KUP_CT9005,2G+3G,NSN,553_36343_Dravidauniversity_CT9005,12.80146,78.30411,Rural,KUPPAM,kuppam,,Room,5427.0,"Dravidian university,kuppam,Chittoor DT.",Chittoor,KUPPAM,517426.0,NBSNL,BSNL Infra,CT9005,RTP,9.0,15.0,Dual,XAHT,NSN,IV.5,2/16/2010,BTS6K_OD_AC,3.0,2-2-2,100/200/280,2.0,OFC,E1,,,,,,,,70.0,Tirupati,VII +,5/23/2017,100/200/280,RRH,3.0,15.0,Mono,MOBI (MB3F-65-18DE10+MBRET-RCU-003),OFC,FE,,45 Mbps,,,,,,Tiruapti,,553.0,CT9005,CT9005,,,,,CT9005,,,,,240818YES(FE+MADM(KPM)+MADM(STR)+PE2(2-2-37),45 Mbps,505.0,250818YES(FE+MADM(KPM)+MADM(STR)+PE2(2-2-37),KPM,,
